Antibiotic,CASRN,level,name,Genus,MSC,PAF,Imputation
Cefoperazone,62893-19-0,genus,Klebsiella,Klebsiella,0.01578754165137943,0.2727272727272727,FALSE
Cefoperazone,62893-19-0,species,Morganella morganii,Morganella,0.11723408021190242,0.875,FALSE
Cefoperazone,62893-19-0,genus,Morganella,Morganella,0.11723408021190242,0.8181818181818182,FALSE
Cefoperazone,62893-19-0,species,Proteus mirabilis,Proteus,0.04395433328226376,0.5625,FALSE
Cefoperazone,62893-19-0,species,Proteus vulgaris,Proteus,0.05171624826033864,0.625,FALSE
Cefoperazone,62893-19-0,genus,Proteus,Proteus,0.04767759654327406,0.6363636363636364,FALSE
Cefoperazone,62893-19-0,species,Salmonella enterica,Salmonella,0.01929904428587214,0.25,FALSE
Cefoperazone,62893-19-0,species,Salmonella Enteritidis,Salmonella,0.02608318892268878,0.375,FALSE
Cefoperazone,62893-19-0,species,Salmonella Paratyphi,Salmonella,0.05401226616482969,0.6875,FALSE
Cefoperazone,62893-19-0,genus,Salmonella,Salmonella,0.03006973699903799,0.5454545454545454,FALSE
Cefoperazone,62893-19-0,species,Serratia marcescens,Serratia,1.0033565416921109,1,FALSE
Cefoperazone,62893-19-0,genus,Serratia,Serratia,1.0033565416921109,1,FALSE
Cefoperazone,62893-19-0,species,Staphylococcus aureus,Staphylococcus,0.11296528988012022,0.8125,FALSE
Cefoperazone,62893-19-0,genus,Staphylococcus,Staphylococcus,0.11296528988012022,0.7272727272727273,FALSE
Cefoperazone,62893-19-0,species,Stenotrophomonas maltophilia,Stenotrophomonas,0.501713288523453,0.9375,FALSE
Cefoperazone,62893-19-0,genus,Stenotrophomonas,Stenotrophomonas,0.501713288523453,0.9090909090909091,FALSE
Cefoperazone,62893-19-0,species,Streptococcus pneumoniae,Streptococcus,0.00202172246386167,0.1875,FALSE
Cefoperazone,62893-19-0,genus,Streptococcus,Streptococcus,0.00202172246386167,0.18181818181818182,FALSE
Cefotaxime,63527-52-6,species,Acinetobacter baumannii,Acinetobacter,0.36307198954181313,0.9736842105263158,FALSE
Cefotaxime,63527-52-6,species,Acinetobacter calcoaceticus,Acinetobacter,0.20998514857388872,0.9210526315789473,FALSE
Cefotaxime,63527-52-6,species,Acinetobacter lwoffii,Acinetobacter,0.04401469385387323,0.7631578947368421,FALSE
Cefotaxime,63527-52-6,genus,Acinetobacter,Acinetobacter,0.14971305416742148,0.9,FALSE
Cefotaxime,63527-52-6,species,Burkholderia cepacia complex,Burkholderia,0.14228061372870782,0.8947368421052632,FALSE
Cefotaxime,63527-52-6,genus,Burkholderia,Burkholderia,0.14228061372870782,0.85,FALSE
Cefotaxime,63527-52-6,species,Citrobacter freundii,Citrobacter,0.01367595189855189,0.631578947368421,FALSE
Cefotaxime,63527-52-6,genus,Citrobacter,Citrobacter,0.01367595189855189,0.7,FALSE
Cefotaxime,63527-52-6,species,Enterobacter cloacae,Enterobacter,0.0133688288721289,0.6052631578947368,FALSE
Cefotaxime,63527-52-6,genus,Enterobacter,Enterobacter,0.0133688288721289,0.65,FALSE
Cefotaxime,63527-52-6,species,Escherichia coli,Escherichia,0.00546222794306946,0.4473684210526316,FALSE
Cefotaxime,63527-52-6,genus,Escherichia,Escherichia,0.00546222794306946,0.4,FALSE
Cefotaxime,63527-52-6,species,Haemophilus influenzae,Haemophilus,5.584676926845118e-4,0.13157894736842105,FALSE
Cefotaxime,63527-52-6,genus,Haemophilus,Haemophilus,5.584676926845118e-4,0.15,FALSE
Cefotaxime,63527-52-6,species,Kingella kingae,Kingella,0.00196520950074007,0.3157894736842105,FALSE
Cefotaxime,63527-52-6,genus,Kingella,Kingella,0.00196520950074007,0.3,FALSE
Cefotaxime,63527-52-6,species,Klebsiella aerogenes,Klebsiella,0.00981886303786282,0.5526315789473685,FALSE
Cefotaxime,63527-52-6,species,Klebsiella oxytoca,Klebsiella,0.0026891603741757,0.3684210526315789,FALSE
Cefotaxime,63527-52-6,species,Klebsiella pneumoniae,Klebsiella,0.00631400852855858,0.47368421052631576,FALSE
Cefotaxime,63527-52-6,genus,Klebsiella,Klebsiella,0.00550377946045361,0.45,FALSE
Cefotaxime,63527-52-6,species,Legionella pneumophila,Legionella,0.00507463674693833,0.42105263157894735,FALSE
Cefotaxime,63527-52-6,genus,Legionella,Legionella,0.00507463674693833,0.35,FALSE
Cefotaxime,63527-52-6,species,Moraxella catarrhalis,Moraxella,0.00705557716119928,0.5,FALSE
Cefotaxime,63527-52-6,genus,Moraxella,Moraxella,0.00705557716119928,0.5,FALSE
Cefotaxime,63527-52-6,species,Morganella morganii,Morganella,3.982171151501997e-4,0.07894736842105263,FALSE
Cefotaxime,63527-52-6,genus,Morganella,Morganella,3.982171151501997e-4,0.1,FALSE
Cefotaxime,63527-52-6,species,Neisseria gonorrhoeae,Neisseria,1.8124187944747004e-4,0.05263157894736842,FALSE
Cefotaxime,63527-52-6,species,Neisseria meningitidis,Neisseria,1.1618223612415932e-4,0.02631578947368421,FALSE
Cefotaxime,63527-52-6,genus,Neisseria,Neisseria,1.4511060207149723e-4,0.05,FALSE
Cefotaxime,63527-52-6,species,Proteus mirabilis,Proteus,0.00167547174944091,0.23684210526315788,FALSE
Cefotaxime,63527-52-6,species,Proteus vulgaris,Proteus,0.0017503297926559,0.2894736842105263,FALSE
Cefotaxime,63527-52-6,genus,Proteus,Proteus,0.00171249178678315,0.25,FALSE
Cefotaxime,63527-52-6,species,Pseudomonas aeruginosa,Pseudomonas,0.2160113706831028,0.9473684210526315,FALSE
Cefotaxime,63527-52-6,genus,Pseudomonas,Pseudomonas,0.2160113706831028,0.95,FALSE
Cefotaxime,63527-52-6,species,Salmonella enterica,Salmonella,0.01309599883714198,0.5789473684210527,FALSE
Cefotaxime,63527-52-6,genus,Salmonella,Salmonella,0.01309599883714198,0.6,FALSE
Cefotaxime,63527-52-6,species,Serratia marcescens,Serratia,0.01874435278100924,0.6578947368421053,FALSE
Cefotaxime,63527-52-6,genus,Serratia,Serratia,0.01874435278100924,0.75,FALSE
Cefotaxime,63527-52-6,species,Staphylococcus aureus,Staphylococcus,0.06137092614055729,0.8157894736842105,FALSE
Cefotaxime,63527-52-6,species,Staphylococcus capitis,Staphylococcus,0.01998550845609268,0.6842105263157895,FALSE
Cefotaxime,63527-52-6,species,Staphylococcus coagulase negative,Staphylococcus,0.02066567090740305,0.7105263157894737,FALSE
Cefotaxime,63527-52-6,species,Staphylococcus epidermidis,Staphylococcus,0.04471432678632393,0.7894736842105263,FALSE
Cefotaxime,63527-52-6,species,Staphylococcus hominis,Staphylococcus,0.07467738380523602,0.8421052631578947,FALSE
Cefotaxime,63527-52-6,species,Staphylococcus saprophyticus,Staphylococcus,0.12348586741635624,0.868421052631579,FALSE
Cefotaxime,63527-52-6,species,Staphylococcus warneri,Staphylococcus,0.0265990765437746,0.7368421052631579,FALSE
Cefotaxime,63527-52-6,genus,Staphylococcus,Staphylococcus,0.04313838245380549,0.8,FALSE
Cefotaxime,63527-52-6,species,Stenotrophomonas maltophilia,Stenotrophomonas,0.4844782031096247,1,FALSE
Cefotaxime,63527-52-6,genus,Stenotrophomonas,Stenotrophomonas,0.4844782031096247,1,FALSE
Cefotaxime,63527-52-6,species,Streptococcus agalactiae,Streptococcus,0.00227926173359115,0.34210526315789475,FALSE
Cefotaxime,63527-52-6,species,Streptococcus anginosus,Streptococcus,0.00467131952595056,0.39473684210526316,FALSE
Cefotaxime,63527-52-6,species,Streptococcus group G,Streptococcus,9.480891875768716e-4,0.18421052631578946,FALSE
Cefotaxime,63527-52-6,species,Streptococcus oralis,Streptococcus,0.00128922058262923,0.21052631578947367,FALSE
Cefotaxime,63527-52-6,species,Streptococcus pneumoniae,Streptococcus,7.58762564567256e-4,0.15789473684210525,FALSE
Cefotaxime,63527-52-6,species,Streptococcus pyogenes,Streptococcus,5.106329708462163e-4,0.10526315789473684,FALSE
Cefotaxime,63527-52-6,species,"Streptococcus, viridans group",Streptococcus,0.00168373965438263,0.2631578947368421,FALSE
Cefotaxime,63527-52-6,genus,Streptococcus,Streptococcus,0.00135737543059166,0.2,FALSE
Cefotaxime,63527-52-6,species,Yersinia enterocolitica,Yersinia,0.00756348912710505,0.5263157894736842,FALSE
Cefotaxime,63527-52-6,genus,Yersinia,Yersinia,0.00756348912710505,0.55,FALSE
Cefotaxime-clavulanate,NA,species,Escherichia coli,Escherichia,0.00313048262246541,0.5,TRUE
Cefotaxime-clavulanate,NA,genus,Escherichia,Escherichia,0.00313048262246541,0.5,TRUE
Cefotaxime-clavulanate,NA,species,Staphylococcus aureus,Staphylococcus,0.06681199842519159,1,TRUE
Cefotaxime-clavulanate,NA,genus,Staphylococcus,Staphylococcus,0.06681199842519159,1,TRUE
Cefoxitin,35607-66-0,species,Acinetobacter baumannii,Acinetobacter,4.001905988152337,1,FALSE
Cefoxitin,35607-66-0,species,Acinetobacter lwoffii,Acinetobacter,0.3600611913717403,0.7272727272727273,FALSE
Cefoxitin,35607-66-0,genus,Acinetobacter,Acinetobacter,1.2003878697537025,0.9375,FALSE
Cefoxitin,35607-66-0,species,Bacteroides fragilis,Bacteroides,0.27108800229829516,0.6363636363636364,FALSE
Cefoxitin,35607-66-0,species,Bacteroides fragilis group,Bacteroides,0.29231451669388353,0.6666666666666666,FALSE
Cefoxitin,35607-66-0,species,Bacteroides ovatus,Bacteroides,0.6064606120220004,0.8484848484848485,FALSE
Cefoxitin,35607-66-0,species,Bacteroides thetaiotaomicron,Bacteroides,0.4960316150630754,0.7878787878787878,FALSE
Cefoxitin,35607-66-0,species,Bacteroides vulgatus,Bacteroides,0.29482187553821304,0.696969696969697,FALSE
Cefoxitin,35607-66-0,genus,Bacteroides,Bacteroides,0.3709936434587291,0.6875,FALSE
Cefoxitin,35607-66-0,species,Citrobacter freundii,Citrobacter,1.7041765580897414,0.9393939393939394,FALSE
Cefoxitin,35607-66-0,species,Citrobacter koseri,Citrobacter,0.1085435405360758,0.36363636363636365,FALSE
Cefoxitin,35607-66-0,genus,Citrobacter,Citrobacter,0.4300899409584511,0.75,FALSE
Cefoxitin,35607-66-0,species,Enterobacter cloacae,Enterobacter,2.8005016954200492,0.9696969696969697,FALSE
Cefoxitin,35607-66-0,genus,Enterobacter,Enterobacter,2.8005016954200492,1,FALSE
Cefoxitin,35607-66-0,species,Escherichia coli,Escherichia,0.09657297881304527,0.24242424242424243,FALSE
Cefoxitin,35607-66-0,genus,Escherichia,Escherichia,0.09657297881304527,0.25,FALSE
Cefoxitin,35607-66-0,species,Haemophilus influenzae,Haemophilus,0.07632012099365049,0.09090909090909091,FALSE
Cefoxitin,35607-66-0,genus,Haemophilus,Haemophilus,0.07632012099365049,0.125,FALSE
Cefoxitin,35607-66-0,species,Hafnia alvei,Hafnia,0.21191425436680464,0.6060606060606061,FALSE
Cefoxitin,35607-66-0,genus,Hafnia,Hafnia,0.21191425436680464,0.5625,FALSE
Cefoxitin,35607-66-0,species,Klebsiella aerogenes,Klebsiella,1.4997802639877535,0.9090909090909091,FALSE
Cefoxitin,35607-66-0,species,Klebsiella oxytoca,Klebsiella,0.08385729821081064,0.15151515151515152,FALSE
Cefoxitin,35607-66-0,species,Klebsiella pneumoniae,Klebsiella,0.08940552375440086,0.21212121212121213,FALSE
Cefoxitin,35607-66-0,genus,Klebsiella,Klebsiella,0.22403246149916548,0.625,FALSE
Cefoxitin,35607-66-0,species,Morganella morganii,Morganella,0.5397829139841281,0.8181818181818182,FALSE
Cefoxitin,35607-66-0,genus,Morganella,Morganella,0.5397829139841281,0.8125,FALSE
Cefoxitin,35607-66-0,species,Prevotella spp,Prevotella,0.02726741136325311,0.030303030303030304,FALSE
Cefoxitin,35607-66-0,genus,Prevotella,Prevotella,0.02726741136325311,0.0625,FALSE
Cefoxitin,35607-66-0,species,Proteus mirabilis,Proteus,0.1004833433459083,0.30303030303030304,FALSE
Cefoxitin,35607-66-0,species,Proteus vulgaris,Proteus,0.10874776391251197,0.42424242424242425,FALSE
Cefoxitin,35607-66-0,genus,Proteus,Proteus,0.10453391267584276,0.375,FALSE
Cefoxitin,35607-66-0,species,Providencia rettgeri,Providencia,0.08329172627894618,0.12121212121212122,FALSE
Cefoxitin,35607-66-0,species,Providencia stuartii,Providencia,0.09697470240230872,0.2727272727272727,FALSE
Cefoxitin,35607-66-0,genus,Providencia,Providencia,0.08987319048790558,0.1875,FALSE
Cefoxitin,35607-66-0,species,Salmonella enterica,Salmonella,0.10874609537915612,0.3939393939393939,FALSE
Cefoxitin,35607-66-0,species,Salmonella Enteritidis,Salmonella,0.12484885089543551,0.45454545454545453,FALSE
Cefoxitin,35607-66-0,species,Salmonella Typhi,Salmonella,0.08461945258426413,0.18181818181818182,FALSE
Cefoxitin,35607-66-0,species,Salmonella Typhimurium,Salmonella,0.10242156647531755,0.3333333333333333,FALSE
Cefoxitin,35607-66-0,genus,Salmonella,Salmonella,0.10415136394287888,0.3125,FALSE
Cefoxitin,35607-66-0,species,Serratia marcescens,Serratia,1.0031126644078012,0.8787878787878788,FALSE
Cefoxitin,35607-66-0,genus,Serratia,Serratia,1.0031126644078012,0.875,FALSE
Cefoxitin,35607-66-0,species,Shigella flexneri,Shigella,0.18746000772609783,0.5757575757575758,FALSE
Cefoxitin,35607-66-0,species,Shigella sonnei,Shigella,0.14360962428347873,0.48484848484848486,FALSE
Cefoxitin,35607-66-0,genus,Shigella,Shigella,0.16407638854424772,0.5,FALSE
Cefoxitin,35607-66-0,species,Staphylococcus aureus,Staphylococcus,0.07062370277017402,0.06060606060606061,FALSE
Cefoxitin,35607-66-0,species,Staphylococcus aureus MRSA,Staphylococcus,NA,NA,FALSE
Cefoxitin,35607-66-0,species,Staphylococcus aureus MSSA,Staphylococcus,0.3759455752021939,0.7575757575757576,FALSE
Cefoxitin,35607-66-0,species,Staphylococcus lugdunensis,Staphylococcus,0.156402131530376,0.5151515151515151,FALSE
Cefoxitin,35607-66-0,species,Staphylococcus saprophyticus,Staphylococcus,0.15897604462472234,0.5454545454545454,FALSE
Cefoxitin,35607-66-0,genus,Staphylococcus,Staphylococcus,0.16029222379322092,0.4375,FALSE
Cefpirome,84957-29-9,species,Escherichia coli,Escherichia,0.00452242552289808,0.9,FALSE
Cefpirome,84957-29-9,genus,Escherichia,Escherichia,0.00452242552289808,0.875,FALSE
Cefpirome,84957-29-9,species,Haemophilus influenzae,Haemophilus,0.00194054413518511,0.6,FALSE
Cefpirome,84957-29-9,genus,Haemophilus,Haemophilus,0.00194054413518511,0.5,FALSE
Cefpirome,84957-29-9,species,Morganella morganii,Morganella,7.974891299840495e-4,0.3,FALSE
Cefpirome,84957-29-9,genus,Morganella,Morganella,7.974891299840495e-4,0.25,FALSE
Cefpirome,84957-29-9,species,Neisseria gonorrhoeae,Neisseria,4.846093939246908e-4,0.2,FALSE
Cefpirome,84957-29-9,species,Neisseria meningitidis,Neisseria,3.639773257468121e-4,0.1,FALSE
Cefpirome,84957-29-9,genus,Neisseria,Neisseria,4.199843226032279e-4,0.125,FALSE
Cefpirome,84957-29-9,species,Proteus mirabilis,Proteus,0.00183217135699,0.5,FALSE
Cefpirome,84957-29-9,species,Proteus vulgaris,Proteus,0.00382462062729564,0.8,FALSE
Cefpirome,84957-29-9,genus,Proteus,Proteus,0.00264714192378954,0.625,FALSE
Cefpirome,84957-29-9,species,Pseudomonas aeruginosa,Pseudomonas,0.09594278143835516,1,FALSE
Cefpirome,84957-29-9,genus,Pseudomonas,Pseudomonas,0.09594278143835516,1,FALSE
Cefpirome,84957-29-9,species,Salmonella enterica,Salmonella,0.00340710317194331,0.7,FALSE
Cefpirome,84957-29-9,genus,Salmonella,Salmonella,0.00340710317194331,0.75,FALSE
Cefpirome,84957-29-9,species,Streptococcus pneumoniae,Streptococcus,0.00147097984489149,0.4,FALSE
Cefpirome,84957-29-9,genus,Streptococcus,Streptococcus,0.00147097984489149,0.375,FALSE
Cefpodoxime,80210-62-4,species,Citrobacter freundii,Citrobacter,0.04408711102700187,0.7333333333333333,FALSE
Cefpodoxime,80210-62-4,species,Citrobacter koseri,Citrobacter,0.00732084326026407,0.3333333333333333,FALSE
Cefpodoxime,80210-62-4,genus,Citrobacter,Citrobacter,0.01796537863855199,0.45454545454545453,FALSE
Cefpodoxime,80210-62-4,species,Enterobacter cloacae,Enterobacter,0.0315055526636899,0.6666666666666666,FALSE
Cefpodoxime,80210-62-4,genus,Enterobacter,Enterobacter,0.0315055526636899,0.7272727272727273,FALSE
Cefpodoxime,80210-62-4,species,Escherichia coli,Escherichia,0.00931645752488903,0.4,FALSE
Cefpodoxime,80210-62-4,genus,Escherichia,Escherichia,0.00931645752488903,0.2727272727272727,FALSE
Cefpodoxime,80210-62-4,species,Haemophilus influenzae,Haemophilus,0.00246179882588797,0.06666666666666667,FALSE
Cefpodoxime,80210-62-4,genus,Haemophilus,Haemophilus,0.00246179882588797,0.09090909090909091,FALSE
Cefpodoxime,80210-62-4,species,Klebsiella aerogenes,Klebsiella,0.0193151166024718,0.5333333333333333,FALSE
Cefpodoxime,80210-62-4,genus,Klebsiella,Klebsiella,0.0193151166024718,0.5454545454545454,FALSE
Cefpodoxime,80210-62-4,species,Legionella pneumophila,Legionella,0.04641240614678546,0.8,FALSE
Cefpodoxime,80210-62-4,genus,Legionella,Legionella,0.04641240614678546,0.8181818181818182,FALSE
Cefpodoxime,80210-62-4,species,Moraxella catarrhalis,Moraxella,0.01684278906412966,0.4666666666666667,FALSE
Cefpodoxime,80210-62-4,genus,Moraxella,Moraxella,0.01684278906412966,0.36363636363636365,FALSE
Cefpodoxime,80210-62-4,species,Pseudomonas aeruginosa,Pseudomonas,2.9616297622016594,1,FALSE
Cefpodoxime,80210-62-4,genus,Pseudomonas,Pseudomonas,2.9616297622016594,1,FALSE
Cefpodoxime,80210-62-4,species,Serratia liquefaciens,Serratia,0.04944361799685264,0.8666666666666667,FALSE
Cefpodoxime,80210-62-4,species,Serratia marcescens,Serratia,0.0196094933452705,0.6,FALSE
Cefpodoxime,80210-62-4,genus,Serratia,Serratia,0.03113782744629719,0.6363636363636364,FALSE
Cefpodoxime,80210-62-4,species,Staphylococcus aureus,Staphylococcus,0.08292757057391527,0.9333333333333333,FALSE
Cefpodoxime,80210-62-4,genus,Staphylococcus,Staphylococcus,0.08292757057391527,0.9090909090909091,FALSE
Cefpodoxime,80210-62-4,species,Streptococcus agalactiae,Streptococcus,0.00434273218239087,0.26666666666666666,FALSE
Cefpodoxime,80210-62-4,species,Streptococcus oralis,Streptococcus,0.00380646385094964,0.2,FALSE
Cefpodoxime,80210-62-4,species,Streptococcus pneumoniae,Streptococcus,0.0025779106579826,0.13333333333333333,FALSE
Cefpodoxime,80210-62-4,genus,Streptococcus,Streptococcus,0.00349288434995994,0.18181818181818182,FALSE
Cefpodoxime-clavulanic acid,NA,species,Citrobacter freundii,Citrobacter,0.04952289795037577,0.3333333333333333,TRUE
Cefpodoxime-clavulanic acid,NA,genus,Citrobacter,Citrobacter,0.04952289795037577,0.5,TRUE
Cefpodoxime-clavulanic acid,NA,species,Serratia liquefaciens,Serratia,0.17997669937581803,1,TRUE
Cefpodoxime-clavulanic acid,NA,species,Serratia marcescens,Serratia,0.05311103602784371,0.6666666666666666,TRUE
Cefpodoxime-clavulanic acid,NA,genus,Serratia,Serratia,0.09776885477861272,1,TRUE
Cefquinome,84957-30-2,species,Escherichia coli,Escherichia,0.00491131460175235,1,TRUE
Cefquinome,84957-30-2,genus,Escherichia,Escherichia,0.00491131460175235,1,TRUE
Cefquinome,84957-30-2,species,Mannheimia haemolytica,Mannheimia,6.802036013300294e-4,0.3333333333333333,TRUE
Cefquinome,84957-30-2,genus,Mannheimia,Mannheimia,6.802036013300294e-4,0.3333333333333333,TRUE
Cefquinome,84957-30-2,species,Pasteurella multocida,Pasteurella,0.00198228688022562,0.6666666666666666,TRUE
Cefquinome,84957-30-2,genus,Pasteurella,Pasteurella,0.00198228688022562,0.6666666666666666,TRUE
Ceftaroline,229016-73-3,species,Enterobacter cloacae,Enterobacter,0.01313207698673802,1,FALSE
Ceftaroline,229016-73-3,genus,Enterobacter,Enterobacter,0.01313207698673802,1,FALSE
Ceftaroline,229016-73-3,species,Escherichia coli,Escherichia,0.00598188244917642,0.6923076923076923,FALSE
Ceftaroline,229016-73-3,genus,Escherichia,Escherichia,0.00598188244917642,0.7142857142857143,FALSE
Ceftaroline,229016-73-3,species,Haemophilus influenzae,Haemophilus,3.8293853485370303e-4,0.23076923076923078,FALSE
Ceftaroline,229016-73-3,genus,Haemophilus,Haemophilus,3.8293853485370303e-4,0.2857142857142857,FALSE
Ceftaroline,229016-73-3,species,Klebsiella aerogenes,Klebsiella,0.00825784270147469,0.8461538461538461,FALSE
Ceftaroline,229016-73-3,species,Klebsiella oxytoca,Klebsiella,0.00887407069619666,0.9230769230769231,FALSE
Ceftaroline,229016-73-3,species,Klebsiella pneumoniae,Klebsiella,0.00761599370616567,0.7692307692307693,FALSE
Ceftaroline,229016-73-3,genus,Klebsiella,Klebsiella,0.00823326363860323,0.8571428571428571,FALSE
Ceftaroline,229016-73-3,species,Morganella morganii,Morganella,0.00232055295881093,0.38461538461538464,FALSE
Ceftaroline,229016-73-3,genus,Morganella,Morganella,0.00232055295881093,0.42857142857142855,FALSE
Ceftaroline,229016-73-3,species,Staphylococcus aureus,Staphylococcus,0.00569629252510116,0.5384615384615384,FALSE
Ceftaroline,229016-73-3,species,Staphylococcus aureus MRSA,Staphylococcus,0.00566213727951436,0.46153846153846156,FALSE
Ceftaroline,229016-73-3,species,Staphylococcus aureus MSSA,Staphylococcus,0.00590914735874685,0.6153846153846154,FALSE
Ceftaroline,229016-73-3,genus,Staphylococcus,Staphylococcus,0.00575483000888814,0.5714285714285714,FALSE
Ceftaroline,229016-73-3,species,Streptococcus agalactiae,Streptococcus,2.54833885046982e-4,0.15384615384615385,FALSE
Ceftaroline,229016-73-3,species,Streptococcus pneumoniae,Streptococcus,7.790701660720073e-4,0.3076923076923077,FALSE
Ceftaroline,229016-73-3,species,Streptococcus pyogenes,Streptococcus,1.819061833598692e-4,0.07692307692307693,FALSE
Ceftaroline,229016-73-3,genus,Streptococcus,Streptococcus,3.30542319460341e-4,0.14285714285714285,FALSE
Ceftazidime,72558-82-8,species,Acinetobacter baumannii,Acinetobacter,0.14855521640903377,0.8888888888888888,FALSE
Ceftazidime,72558-82-8,species,Acinetobacter lwoffii,Acinetobacter,0.0562462737985532,0.7407407407407407,FALSE
Ceftazidime,72558-82-8,genus,Acinetobacter,Acinetobacter,0.09140939435498864,0.8888888888888888,FALSE
Ceftazidime,72558-82-8,species,Bacteroides fragilis,Bacteroides,1.492589727753801,0.9629629629629629,FALSE
Ceftazidime,72558-82-8,species,Bacteroides fragilis group,Bacteroides,1.6070234223191135,1,FALSE
Ceftazidime,72558-82-8,genus,Bacteroides,Bacteroides,1.548750029027689,1,FALSE
Ceftazidime,72558-82-8,species,Burkholderia cepacia complex,Burkholderia,0.05787955874319651,0.7777777777777778,FALSE
Ceftazidime,72558-82-8,genus,Burkholderia,Burkholderia,0.05787955874319651,0.7777777777777778,FALSE
Ceftazidime,72558-82-8,species,Citrobacter freundii,Citrobacter,0.01962869276369921,0.6666666666666666,FALSE
Ceftazidime,72558-82-8,species,Citrobacter koseri,Citrobacter,0.00685583456339008,0.3333333333333333,FALSE
Ceftazidime,72558-82-8,genus,Citrobacter,Citrobacter,0.01160047715757993,0.6666666666666666,FALSE
Ceftazidime,72558-82-8,species,Enterobacter cloacae,Enterobacter,0.009869311514056,0.5185185185185185,FALSE
Ceftazidime,72558-82-8,genus,Enterobacter,Enterobacter,0.009869311514056,0.5555555555555556,FALSE
Ceftazidime,72558-82-8,species,Escherichia coli,Escherichia,0.00899711582398291,0.48148148148148145,FALSE
Ceftazidime,72558-82-8,genus,Escherichia,Escherichia,0.00899711582398291,0.5,FALSE
Ceftazidime,72558-82-8,species,Haemophilus influenzae,Haemophilus,0.00404299027848862,0.2222222222222222,FALSE
Ceftazidime,72558-82-8,genus,Haemophilus,Haemophilus,0.00404299027848862,0.2777777777777778,FALSE
Ceftazidime,72558-82-8,species,Klebsiella aerogenes,Klebsiella,0.0192890704944506,0.6296296296296297,FALSE
Ceftazidime,72558-82-8,species,Klebsiella oxytoca,Klebsiella,0.00634212384907378,0.2962962962962963,FALSE
Ceftazidime,72558-82-8,species,Klebsiella pneumoniae,Klebsiella,0.01078076445452118,0.5555555555555556,FALSE
Ceftazidime,72558-82-8,genus,Klebsiella,Klebsiella,0.01096642801268307,0.6111111111111112,FALSE
Ceftazidime,72558-82-8,species,Moraxella catarrhalis,Moraxella,0.00220886685466047,0.14814814814814814,FALSE
Ceftazidime,72558-82-8,genus,Moraxella,Moraxella,0.00220886685466047,0.16666666666666666,FALSE
Ceftazidime,72558-82-8,species,Morganella morganii,Morganella,0.00254743081031385,0.18518518518518517,FALSE
Ceftazidime,72558-82-8,genus,Morganella,Morganella,0.00254743081031385,0.2222222222222222,FALSE
Ceftazidime,72558-82-8,species,Neisseria gonorrhoeae,Neisseria,0.00105423485095452,0.037037037037037035,FALSE
Ceftazidime,72558-82-8,genus,Neisseria,Neisseria,0.00105423485095452,0.05555555555555555,FALSE
Ceftazidime,72558-82-8,species,Proteus mirabilis,Proteus,0.00211226387569301,0.1111111111111111,FALSE
Ceftazidime,72558-82-8,species,Proteus vulgaris,Proteus,0.00158894449361902,0.07407407407407407,FALSE
Ceftazidime,72558-82-8,genus,Proteus,Proteus,0.00183201256937631,0.1111111111111111,FALSE
Ceftazidime,72558-82-8,species,Providencia stuartii,Providencia,0.00831542931064145,0.4444444444444444,FALSE
Ceftazidime,72558-82-8,genus,Providencia,Providencia,0.00831542931064145,0.3888888888888889,FALSE
Ceftazidime,72558-82-8,species,Pseudomonas aeruginosa,Pseudomonas,0.07612178718038665,0.8148148148148148,FALSE
Ceftazidime,72558-82-8,species,Pseudomonas fluorescens group,Pseudomonas,0.15174485023348835,0.9259259259259259,FALSE
Ceftazidime,72558-82-8,genus,Pseudomonas,Pseudomonas,0.10747599357620866,0.9444444444444444,FALSE
Ceftazidime,72558-82-8,species,Salmonella enterica,Salmonella,0.02710546527407067,0.7037037037037037,FALSE
Ceftazidime,72558-82-8,genus,Salmonella,Salmonella,0.02710546527407067,0.7222222222222222,FALSE
Ceftazidime,72558-82-8,species,Serratia marcescens,Serratia,0.00709921758050395,0.37037037037037035,FALSE
Ceftazidime,72558-82-8,genus,Serratia,Serratia,0.00709921758050395,0.3333333333333333,FALSE
Ceftazidime,72558-82-8,species,Stenotrophomonas maltophilia,Stenotrophomonas,0.08678697039512263,0.8518518518518519,FALSE
Ceftazidime,72558-82-8,genus,Stenotrophomonas,Stenotrophomonas,0.08678697039512263,0.8333333333333334,FALSE
Ceftazidime,72558-82-8,species,Streptococcus pneumoniae,Streptococcus,0.00523651832345023,0.25925925925925924,FALSE
Ceftazidime,72558-82-8,species,Streptococcus pyogenes,Streptococcus,0.0075990920688632,0.4074074074074074,FALSE
Ceftazidime,72558-82-8,species,"Streptococcus, viridans group",Streptococcus,0.01590903846961695,0.5925925925925926,FALSE
Ceftazidime,72558-82-8,genus,Streptococcus,Streptococcus,0.00858649830712947,0.4444444444444444,FALSE
Ceftazidime-avibactam,1393723-27-7,species,Escherichia coli,Escherichia,0.00931673723281608,0.16666666666666666,FALSE
Ceftazidime-avibactam,1393723-27-7,species,Escherichia coli ATCC 25922,Escherichia,0.01135589513700444,0.3333333333333333,FALSE
Ceftazidime-avibactam,1393723-27-7,genus,Escherichia,Escherichia,0.0102859073996845,0.3333333333333333,TRUE
Ceftazidime-avibactam,1393723-27-7,species,Klebsiella pneumoniae,Klebsiella,0.01586773786701188,0.5,FALSE
